"","alpha","b_mkt","b_smb","b_hml","ivol","tvol","exret","exret_sq","Direction"
"1033",-3e-04,0.7586,-0.1096,-0.2784,0.008768,0.009744,5e-06,4.0347904e-05,"0"
"1034",-3e-04,0.7866,-0.1292,-0.292,0.008757,0.010008,-0.006352,8.225424e-06,"1"
"1035",-3e-04,0.7932,-0.1305,-0.2912,0.008757,0.010045,0.002868,7.070281e-06,"0"
"1036",-3e-04,0.7887,-0.1306,-0.2911,0.008754,0.010056,-0.002659,1.1383876e-05,"0"
"1037",-4e-04,0.7842,-0.1255,-0.2948,0.008745,0.010037,-0.003374,0.000104162436,"1"
"1038",-3e-04,0.7998,-0.1251,-0.2861,0.008769,0.010116,0.010206,1.974025e-06,"1"
"1039",-3e-04,0.8004,-0.127,-0.2855,0.008767,0.010136,0.001405,2.5331089e-05,"1"
"1040",-3e-04,0.8006,-0.1215,-0.2843,0.008768,0.010137,0.005033,0.000275327649,"0"
"1041",-4e-04,0.8093,-0.1147,-0.2725,0.008811,0.010197,-0.016593,3.63609e-05,"0"
"1042",-5e-04,0.8037,-0.1204,-0.2788,0.008751,0.010134,-0.00603,2.5512601e-05,"0"
"1043",-5e-04,0.8026,-0.1285,-0.2726,0.008732,0.01011,-0.005051,0.000181144681,"0"
"1044",-6e-04,0.7828,-0.0953,-0.2814,0.008714,0.010072,-0.013459,0.0002483776,"1"
"1045",-5e-04,0.8016,-0.1141,-0.281,0.008773,0.010193,0.01576,2.0502784e-05,"0"
"1046",-5e-04,0.8066,-0.1059,-0.2852,0.008772,0.010231,-0.004528,8.2519056e-05,"0"
"1047",-6e-04,0.8165,-0.0884,-0.2858,0.008782,0.010285,-0.009084,8.9567296e-05,"0"
"1048",-7e-04,0.8219,-0.1106,-0.2912,0.008793,0.010322,-0.009464,3.0547729e-05,"0"
"1049",-7e-04,0.8213,-0.1198,-0.2831,0.008797,0.010322,-0.005527,8.8943761e-05,"1"
"1050",-6e-04,0.8316,-0.1301,-0.2772,0.008819,0.010384,0.009431,4.18609e-05,"1"
"1051",-6e-04,0.8325,-0.1219,-0.2766,0.00883,0.010394,0.00647,6.7387681e-05,"1"
"1052",-6e-04,0.8318,-0.1072,-0.2843,0.008847,0.010409,0.008209,7.5272976e-05,"1"
"1053",-6e-04,0.8373,-0.1151,-0.2751,0.008844,0.010423,0.008676,5.978025e-06,"0"
"1054",-6e-04,0.8342,-0.1087,-0.2742,0.008837,0.010438,-0.002445,8.0089e-06,"1"
"1055",-6e-04,0.8336,-0.1056,-0.275,0.00884,0.010437,0.00283,5.8690921e-05,"1"
"1056",-6e-04,0.8277,-0.1021,-0.2746,0.008854,0.010437,0.007661,0.000120012025,"0"
"1057",-6e-04,0.8333,-0.109,-0.2647,0.008877,0.010471,-0.010955,2.152089e-06,"0"
"1058",-6e-04,0.8318,-0.1118,-0.2631,0.008876,0.010457,-0.001467,0.000103266244,"0"
"1059",-6e-04,0.8279,-0.1073,-0.2591,0.008843,0.010413,-0.010162,2.033476e-06,"0"
"1060",-6e-04,0.8303,-0.1156,-0.2565,0.008835,0.010448,-0.001426,2.72484e-05,"0"
"1061",-6e-04,0.8275,-0.1149,-0.265,0.008821,0.010431,-0.00522,1.82329e-05,"1"
"1062",-6e-04,0.8341,-0.0948,-0.256,0.008818,0.010429,0.00427,5.7121e-06,"1"
"1063",-6e-04,0.8271,-0.0904,-0.2572,0.008819,0.010488,0.00239,1.1812969e-05,"0"
"1064",-6e-04,0.8324,-0.0932,-0.2571,0.008821,0.010566,-0.003437,4.1616e-06,"1"
"1065",-6e-04,0.8381,-0.0976,-0.2561,0.008821,0.010682,0.00204,0.000155900196,"1"
"1066",-5e-04,0.8186,-0.1041,-0.2452,0.008858,0.010685,0.012486,7.0509609e-05,"1"
"1067",-5e-04,0.8195,-0.1062,-0.2242,0.008863,0.010685,0.008397,0.0001010025,"1"
"1068",-5e-04,0.8301,-0.1157,-0.2268,0.008883,0.010773,0.01005,0.000211731601,"0"
"1069",-5e-04,0.8546,-0.111,-0.234,0.008925,0.010987,-0.014551,8.59329e-07,"1"
"1070",-5e-04,0.8553,-0.107,-0.2357,0.008923,0.011005,0.000927,3.2970564e-05,"0"
"1071",-5e-04,0.8526,-0.0948,-0.2327,0.008917,0.011002,-0.005742,5.0168889e-05,"1"
"1072",-5e-04,0.8564,-0.0975,-0.2229,0.008925,0.011025,0.007083,4.6949904e-05,"0"
"1073",-5e-04,0.8657,-0.1059,-0.2231,0.008933,0.011142,-0.006852,4.3388569e-05,"1"
"1074",-5e-04,0.867,-0.1068,-0.2286,0.008944,0.011162,0.006587,2.2259524e-05,"0"
"1075",-5e-04,0.8624,-0.1108,-0.2265,0.008946,0.011181,-0.004718,1.8974736e-05,"0"
"1076",-5e-04,0.8639,-0.1178,-0.2238,0.008949,0.011195,-0.004356,7.5881521e-05,"1"
"1077",-5e-04,0.8688,-0.1232,-0.2202,0.008968,0.011238,0.008711,6.32025e-07,"0"
"1078",-5e-04,0.8696,-0.1201,-0.2184,0.008967,0.01124,-0.000795,3.3200644e-05,"1"
"1079",-5e-04,0.875,-0.1178,-0.2131,0.008972,0.011269,0.005762,0.000133888041,"0"
"1080",-5e-04,0.869,-0.1216,-0.1888,0.008998,0.011266,-0.011571,3.9551521e-05,"0"
"1081",-5e-04,0.8693,-0.126,-0.1887,0.009004,0.011271,-0.006289,1.0582009e-05,"1"
"1082",-5e-04,0.8681,-0.1314,-0.1803,0.009006,0.011273,0.003253,4.6498761e-05,"1"
"1083",-5e-04,0.8623,-0.1341,-0.1745,0.009016,0.01126,0.006819,4.562496e-06,"1"
"1084",-5e-04,0.8612,-0.1336,-0.1744,0.009014,0.011252,0.002136,2.9615364e-05,"1"
"1085",-4e-04,0.8614,-0.1258,-0.1585,0.009012,0.011263,0.005442,2.1316e-08,"0"
"1086",-5e-04,0.8578,-0.1326,-0.1581,0.008995,0.01123,-0.000146,1.6297369e-05,"1"
"1087",-5e-04,0.8601,-0.1446,-0.1673,0.00899,0.011262,0.004037,6.7338436e-05,"1"
"1088",-5e-04,0.8606,-0.1474,-0.1494,0.008983,0.011249,0.008206,5.6490256e-05,"0"
"1089",-5e-04,0.8649,-0.1472,-0.1473,0.008994,0.011286,-0.007516,6.98896e-05,"1"
"1090",-5e-04,0.8649,-0.1463,-0.1546,0.009001,0.011296,0.00836,4.4943616e-05,"0"
"1091",-6e-04,0.8681,-0.1517,-0.147,0.008981,0.011302,-0.006704,9.847044e-06,"0"
"1092",-6e-04,0.8678,-0.156,-0.144,0.008974,0.011295,-0.003138,5.2577001e-05,"1"
"1093",-5e-04,0.874,-0.1557,-0.147,0.008986,0.011357,0.007251,0.001808120484,"1"
"1094",-4e-04,0.8843,-0.1185,-0.1723,0.009383,0.011722,0.042522,0.000351337536,"0"
"1095",-4e-04,0.8831,-0.1396,-0.1772,0.009442,0.011773,-0.018744,6.937956e-06,"1"
"1096",-4e-04,0.8849,-0.1415,-0.1745,0.009444,0.01179,0.002634,0.000121749156,"1"
"1097",-3e-04,0.8912,-0.1489,-0.174,0.009462,0.011846,0.011034,1.3082689e-05,"0"
"1098",-3e-04,0.8918,-0.1473,-0.1713,0.009462,0.011846,-0.003617,4.1126569e-05,"1"
"1099",-3e-04,0.8929,-0.1491,-0.1639,0.009465,0.01185,0.006413,0.000208282624,"0"
"1100",-4e-04,0.896,-0.1698,-0.1757,0.009501,0.011914,-0.014432,0.000106151809,"1"
"1101",-4e-04,0.899,-0.1544,-0.1804,0.009524,0.011945,0.010303,1.2425625e-05,"0"
"1102",-4e-04,0.8996,-0.1589,-0.1812,0.009526,0.011909,-0.003525,1.3801225e-05,"0"
"1103",-4e-04,0.9016,-0.1622,-0.1821,0.009518,0.011913,-0.003715,3.632836e-06,"1"
"1104",-4e-04,0.9009,-0.16,-0.1835,0.009515,0.011907,0.001906,2.25625e-07,"0"
"1105",-4e-04,0.8995,-0.1622,-0.1816,0.009511,0.011897,-0.000475,1.98916e-07,"0"
"1106",-4e-04,0.8985,-0.1605,-0.1893,0.0095,0.01189,-0.000446,0.000466689609,"1"
"1107",-3e-04,0.8951,-0.1465,-0.2043,0.0096,0.011957,0.021603,4.3930384e-05,"0"
"1108",-4e-04,0.8956,-0.1461,-0.1932,0.009603,0.011951,-0.006628,1.779556e-06,"0"
"1109",-4e-04,0.8963,-0.1489,-0.1905,0.009596,0.011964,-0.001334,2.6697889e-05,"0"
"1110",-4e-04,0.8917,-0.1517,-0.1953,0.0096,0.011968,-0.005167,0.000110124036,"1"
"1111",-3e-04,0.8853,-0.1518,-0.2108,0.009612,0.011964,0.010494,5.5771024e-05,"1"
"1112",-3e-04,0.8801,-0.1843,-0.2145,0.009578,0.011939,0.007468,7.1927361e-05,"0"
"1113",-3e-04,0.8792,-0.1799,-0.2176,0.009583,0.01194,-0.008481,0.000115175824,"0"
"1114",-4e-04,0.8785,-0.1934,-0.2104,0.009604,0.011956,-0.010732,1.390041e-06,"0"
"1115",-4e-04,0.8789,-0.1933,-0.2105,0.009602,0.011963,-0.001179,1.9936225e-05,"0"
"1116",-4e-04,0.8793,-0.1915,-0.217,0.009604,0.011972,-0.004465,8.219689e-06,"1"
"1117",-4e-04,0.8791,-0.1969,-0.2236,0.009605,0.011978,0.002867,6.2504836e-05,"0"
"1118",-5e-04,0.8777,-0.2021,-0.2864,0.009575,0.011979,-0.007906,5.031049e-06,"0"
"1119",-6e-04,0.8792,-0.1947,-0.2943,0.009529,0.011952,-0.002243,5.3275401e-05,"0"
"1120",-5e-04,0.884,-0.1938,-0.2936,0.00952,0.011964,-0.007299,1.4220441e-05,"1"
"1121",-5e-04,0.8856,-0.1865,-0.2965,0.009519,0.011971,0.003771,6.086089e-06,"1"
"1122",-5e-04,0.8859,-0.1851,-0.2972,0.00952,0.011972,0.002467,1.4295961e-05,"0"
"1123",-6e-04,0.8865,-0.1871,-0.297,0.009517,0.011975,-0.003781,6.5367225e-05,"1"
"1124",-6e-04,0.8838,-0.1788,-0.2973,0.009532,0.01196,0.008085,6.1544025e-05,"0"
"1125",-6e-04,0.8845,-0.1855,-0.2882,0.009541,0.011965,-0.007845,6.724e-05,"1"
"1126",-5e-04,0.8784,-0.1988,-0.2979,0.009553,0.011965,0.0082,3.9225169e-05,"1"
"1127",-5e-04,0.879,-0.2016,-0.2888,0.00956,0.011969,0.006263,0.000161518681,"1"
"1128",-4e-04,0.8658,-0.2172,-0.2762,0.009595,0.011969,0.012709,9.5481e-08,"0"
"1129",-5e-04,0.8658,-0.217,-0.2782,0.009595,0.011969,-0.000309,6.5691025e-05,"0"
"1130",-5e-04,0.8747,-0.1976,-0.3005,0.009597,0.012008,-0.008105,8.145316e-06,"1"
"1131",-5e-04,0.8761,-0.198,-0.3034,0.009599,0.012019,0.002854,0.000102779044,"0"
"1132",-6e-04,0.8788,-0.1929,-0.3138,0.009613,0.012023,-0.010138,2.742336e-06,"1"
"1133",-6e-04,0.8793,-0.1915,-0.3155,0.009613,0.012027,0.001656,2.3068809e-05,"1"
"1134",-6e-04,0.8769,-0.1869,-0.3249,0.009617,0.012027,0.004803,1.1431161e-05,"0"
"1135",-6e-04,0.8757,-0.1853,-0.3191,0.009617,0.012025,-0.003381,9.9225e-08,"0"
"1136",-5e-04,0.8686,-0.1968,-0.3179,0.009595,0.011979,-0.000315,3.08025e-07,"0"
"1137",-5e-04,0.8678,-0.1983,-0.3165,0.009594,0.011974,-0.000555,9.19681e-07,"0"
"1138",-5e-04,0.8671,-0.2066,-0.3187,0.009574,0.011962,-0.000959,8.832784e-06,"1"
"1139",-5e-04,0.8653,-0.2076,-0.322,0.009577,0.011963,0.002972,2.2553001e-05,"0"
"1140",-5e-04,0.864,-0.2042,-0.3128,0.00958,0.011964,-0.004749,1.3808656e-05,"1"
"1141",-5e-04,0.8639,-0.2056,-0.3152,0.009584,0.011969,0.003716,1.9307236e-05,"0"
"1142",-5e-04,0.8639,-0.199,-0.3192,0.009584,0.011966,-0.004394,4.3264e-08,"1"
"1143",-4e-04,0.8639,-0.1881,-0.311,0.00943,0.011836,0.000208,1.6313521e-05,"0"
"1144",-4e-04,0.8629,-0.1894,-0.3191,0.009429,0.011837,-0.004039,6.9672409e-05,"1"
"1145",-3e-04,0.8638,-0.1686,-0.3215,0.009437,0.011839,0.008347,1.36161e-05,"0"
"1146",-4e-04,0.8642,-0.1674,-0.3223,0.00944,0.011843,-0.00369,4.5050944e-05,"1"
"1147",-3e-04,0.8637,-0.1763,-0.3181,0.009442,0.011844,0.006712,5.041e-09,"1"
"1148",-3e-04,0.8636,-0.1771,-0.3182,0.009441,0.011845,7.1e-05,4.528384e-06,"0"
"1149",-3e-04,0.8593,-0.1848,-0.3373,0.009418,0.011843,-0.002128,1.79776e-07,"0"
"1150",-3e-04,0.8583,-0.1887,-0.3448,0.009414,0.011847,-0.000424,2.241009e-06,"1"
"1151",-3e-04,0.8557,-0.2035,-0.3335,0.009391,0.011828,0.001497,0.000240715225,"1"
"1152",-2e-04,0.8507,-0.2046,-0.2833,0.009439,0.011827,0.015515,5.0027329e-05,"1"
"1153",-2e-04,0.8522,-0.1975,-0.295,0.009449,0.011851,0.007073,5.71536e-07,"1"
"1154",-1e-04,0.8529,-0.1999,-0.2935,0.009438,0.011845,0.000756,0.000121616784,"0"
"1155",-1e-04,0.8482,-0.2151,-0.2816,0.009457,0.011845,-0.011028,9.333025e-06,"1"
"1156",-1e-04,0.8489,-0.2197,-0.2781,0.009458,0.011851,0.003055,9.960336e-06,"0"
"1157",-2e-04,0.8473,-0.2236,-0.2804,0.009456,0.011848,-0.003156,1.7956e-08,"0"
"1158",-2e-04,0.8475,-0.2215,-0.2744,0.009451,0.011839,-0.000134,8.2369e-08,"1"
"1159",-2e-04,0.8468,-0.2222,-0.2725,0.009448,0.011831,0.000287,2.1114025e-05,"1"
"1160",-1e-04,0.8466,-0.2188,-0.2753,0.009452,0.011834,0.004595,1.920996e-06,"0"
"1161",-2e-04,0.8491,-0.2181,-0.2754,0.009452,0.011821,-0.001386,1.7875984e-05,"1"
"1162",-2e-04,0.8473,-0.2207,-0.2709,0.009452,0.011812,0.004228,1.399489e-06,"0"
"1163",-2e-04,0.846,-0.2221,-0.2722,0.009451,0.011801,-0.001183,2.9387241e-05,"1"
"1164",-1e-04,0.842,-0.2282,-0.275,0.009458,0.011801,0.005421,2.9855296e-05,"0"
"1165",-2e-04,0.8391,-0.2291,-0.2817,0.009462,0.011801,-0.005464,6.1481281e-05,"0"
"1166",-2e-04,0.8398,-0.2292,-0.2816,0.009474,0.011785,-0.007841,6.0793209e-05,"0"
"1167",-2e-04,0.8386,-0.2309,-0.284,0.009486,0.01179,-0.007797,0.003202880836,"1"
"1168",0,0.8554,-0.1394,-0.2514,0.010129,0.012318,0.056594,1.1874916e-05,"1"
"1169",1e-04,0.8747,-0.1393,-0.2627,0.00994,0.012243,0.003446,9.38961e-07,"1"
"1170",2e-04,0.8704,-0.1352,-0.2458,0.009853,0.012137,0.000969,5.7123364e-05,"0"
"1171",2e-04,0.8681,-0.1291,-0.235,0.009862,0.012129,-0.007558,7.9798489e-05,"0"
"1172",1e-04,0.8656,-0.1169,-0.2276,0.009877,0.012128,-0.008933,7.834401e-06,"1"
"1173",1e-04,0.8656,-0.1195,-0.2228,0.009874,0.012124,0.002799,5.313025e-06,"1"
"1174",1e-04,0.8661,-0.12,-0.2252,0.009875,0.012133,0.002305,2.7688644e-05,"1"
"1175",2e-04,0.8653,-0.119,-0.2304,0.009877,0.012133,0.005262,2.7625536e-05,"0"
"1176",1e-04,0.864,-0.1254,-0.2249,0.009881,0.012125,-0.005256,7.1115489e-05,"0"
"1177",1e-04,0.8675,-0.1119,-0.2152,0.009882,0.01213,-0.008433,9.5707089e-05,"1"
"1178",2e-04,0.8666,-0.1131,-0.1983,0.009899,0.012131,0.009783,5.6957209e-05,"1"
"1179",2e-04,0.8638,-0.1192,-0.2026,0.00991,0.012133,0.007547,4.54276e-07,"0"
"1180",2e-04,0.8639,-0.1192,-0.2028,0.00991,0.012134,-0.000674,4.656964e-06,"0"
"1181",1e-04,0.8663,-0.1226,-0.2234,0.009752,0.01203,-0.002158,5.1151104e-05,"0"
"1182",1e-04,0.8762,-0.1166,-0.1981,0.009722,0.012025,-0.007152,8.91136e-07,"1"
"1183",1e-04,0.8733,-0.1215,-0.2104,0.009712,0.012014,0.000944,3.337929e-06,"1"
"1184",1e-04,0.8742,-0.12,-0.2077,0.009709,0.012016,0.001827,9.0601e-08,"1"
"1185",1e-04,0.8741,-0.1201,-0.2078,0.009709,0.012015,0.000301,7.338681e-06,"0"
"1186",1e-04,0.8748,-0.1198,-0.2135,0.009709,0.012034,-0.002709,7.884864e-06,"1"
"1187",1e-04,0.8751,-0.1215,-0.2171,0.00971,0.012043,0.002808,9.036036e-06,"0"
"1188",1e-04,0.876,-0.1252,-0.2129,0.009661,0.012008,-0.003006,1.3053769e-05,"1"
"1189",2e-04,0.8802,-0.1155,-0.1976,0.009628,0.011993,0.003613,2.4870169e-05,"1"
"1190",3e-04,0.8789,-0.1173,-0.1916,0.009628,0.011981,0.004987,0.000127441521,"1"
"1191",3e-04,0.8741,-0.1226,-0.2126,0.009652,0.011995,0.011289,1.710864e-06,"1"
"1192",4e-04,0.8733,-0.111,-0.1928,0.009609,0.011935,0.001308,1.2482089e-05,"1"
"1193",4e-04,0.8717,-0.115,-0.1978,0.009611,0.011935,0.003533,0.000184470724,"0"
"1194",4e-04,0.8784,-0.0763,-0.1699,0.009625,0.011945,-0.013582,4.9070025e-05,"1"
"1195",4e-04,0.878,-0.0725,-0.1713,0.009633,0.011949,0.007005,8.7871876e-05,"1"
"1196",4e-04,0.8776,-0.0974,-0.1713,0.009646,0.011966,0.009374,8.2944e-06,"0"
"1197",4e-04,0.8784,-0.0921,-0.1739,0.009648,0.011971,-0.00288,0.000251666496,"0"
"1198",3e-04,0.8734,-0.1209,-0.1977,0.009701,0.012017,-0.015864,2.3668225e-05,"1"
"1199",3e-04,0.8718,-0.1233,-0.1821,0.0097,0.012018,0.004865,5.97529e-05,"1"
"1200",4e-04,0.8664,-0.1256,-0.1825,0.009703,0.012001,0.00773,8.4566416e-05,"0"
"1201",3e-04,0.8663,-0.1237,-0.2018,0.009719,0.012029,-0.009196,1.5984004e-05,"1"
"1202",5e-04,0.8581,-0.1429,-0.2064,0.009467,0.0118,0.003998,0.000384395236,"1"
"1203",5e-04,0.8227,-0.1332,-0.1793,0.009535,0.011825,0.019606,3.1911201e-05,"0"
"1204",5e-04,0.8309,-0.1295,-0.1638,0.009523,0.011881,-0.005649,2.0164e-06,"1"
"1205",5e-04,0.8302,-0.132,-0.1703,0.00952,0.01192,0.00142,1.0106041e-05,"0"
"1206",5e-04,0.8304,-0.1378,-0.175,0.009522,0.011937,-0.003179,7.7492809e-05,"1"
"1207",5e-04,0.8401,-0.1325,-0.1855,0.009528,0.012064,0.008803,6.1434244e-05,"1"
"1208",5e-04,0.8396,-0.1388,-0.183,0.009538,0.01207,0.007838,1.340964e-06,"0"
"1209",5e-04,0.84,-0.1412,-0.1872,0.00953,0.0121,-0.001158,0.000362864401,"0"
"1210",4e-04,0.843,-0.107,-0.2012,0.009606,0.012176,-0.019049,5.317636e-06,"0"
"1211",5e-04,0.8469,-0.1068,-0.1916,0.009598,0.012178,-0.002306,2.056356e-06,"0"
"1212",4e-04,0.8513,-0.0979,-0.1911,0.009569,0.012174,-0.001434,0.000133379401,"1"
"1213",5e-04,0.8329,-0.1147,-0.1829,0.009586,0.012224,0.011549,0.000186404409,"0"
"1214",4e-04,0.8222,-0.1234,-0.1801,0.009602,0.012219,-0.013653,5.0027329e-05,"0"
"1215",3e-04,0.8252,-0.1331,-0.1924,0.009571,0.012265,-0.007073,3.2194276e-05,"1"
"1216",3e-04,0.8246,-0.1317,-0.1769,0.009576,0.012251,0.005674,1.6032016e-05,"0"
"1217",3e-04,0.8181,-0.1447,-0.1833,0.009569,0.012247,-0.004004,0.000305585361,"0"
"1218",3e-04,0.8117,-0.1204,-0.1611,0.009632,0.012252,-0.017481,7.1250481e-05,"1"
"1219",3e-04,0.8159,-0.1108,-0.1691,0.009642,0.012306,0.008441,2.35225e-05,"1"
"1220",5e-04,0.8203,-0.0994,-0.1374,0.009451,0.012149,0.00485,2.0736e-08,"0"
"1221",4e-04,0.8202,-0.0964,-0.1353,0.009449,0.012143,-0.000144,2.3843689e-05,"1"
"1222",5e-04,0.8224,-0.0925,-0.1297,0.009433,0.012139,0.004883,2.825761e-06,"0"
"1223",5e-04,0.8221,-0.0825,-0.1226,0.009431,0.012182,-0.001681,7.9959364e-05,"1"
"1224",5e-04,0.8207,-0.0857,-0.1242,0.009441,0.012185,0.008942,1.7986081e-05,"1"
"1225",4e-04,0.8251,-0.0934,-0.1387,0.009069,0.011954,0.004241,4.356e-09,"0"
"1226",5e-04,0.8234,-0.0954,-0.151,0.008986,0.011954,-6.6e-05,2.5857225e-05,"0"
"1227",4e-04,0.8237,-0.0959,-0.1518,0.00899,0.011961,-0.005085,3.93129e-05,"1"
"1228",5e-04,0.821,-0.0968,-0.1555,0.008998,0.011961,0.00627,9.042049e-06,"0"
"1229",5e-04,0.8188,-0.0986,-0.1542,0.008999,0.01196,-0.003007,7.4356129e-05,"1"
"1230",5e-04,0.8199,-0.0966,-0.1548,0.009013,0.011966,0.008623,0.000293676769,"0"
"1231",4e-04,0.8261,-0.1005,-0.2078,0.009071,0.012183,-0.017137,0.001153757089,"1"
"1232",6e-04,0.792,-0.1015,-0.2465,0.00929,0.012232,0.033967,2.3493409e-05,"1"
"1233",4e-04,0.7812,-0.1194,-0.2409,0.008919,0.011878,0.004847,4.27716e-05,"0"
"1234",4e-04,0.7834,-0.1252,-0.2369,0.008926,0.011894,-0.00654,0.000184932801,"0"
"1235",3e-04,0.7743,-0.1109,-0.2295,0.008954,0.011876,-0.013599,0.000102961609,"1"
"1236",4e-04,0.7725,-0.1385,-0.2332,0.008862,0.01181,0.010147,9.809424e-06,"1"
"1237",4e-04,0.7693,-0.1459,-0.2482,0.008853,0.011876,0.003132,0.000194937444,"1"
"1238",5e-04,0.7675,-0.1486,-0.2497,0.008894,0.011896,0.013962,3.655744e-06,"1"
"1239",5e-04,0.7693,-0.1586,-0.258,0.008877,0.011909,0.001912,2.537649e-06,"1"
"1240",6e-04,0.7693,-0.1622,-0.2552,0.008859,0.01191,0.001593,2.6569e-06,"1"
"1241",6e-04,0.7714,-0.1628,-0.23,0.008811,0.01195,0.00163,1.3638249e-05,"0"
"1242",6e-04,0.7773,-0.1494,-0.2141,0.008767,0.011927,-0.003693,3.62404e-07,"1"
"1243",5e-04,0.7785,-0.144,-0.2086,0.00876,0.011998,0.000602,7.2403081e-05,"1"
"1244",6e-04,0.7779,-0.146,-0.2276,0.00872,0.011999,0.008509,3.11364e-07,"0"
"1245",6e-04,0.778,-0.1453,-0.2268,0.00872,0.011994,-0.000558,6.487209e-06,"0"
"1246",6e-04,0.777,-0.1488,-0.2278,0.008722,0.011994,-0.002547,8.503056e-06,"0"
"1247",6e-04,0.777,-0.1359,-0.2294,0.00871,0.011984,-0.002916,8.602489e-06,"0"
"1248",6e-04,0.779,-0.1338,-0.2331,0.00871,0.012046,-0.002933,1.999396e-06,"0"
"1249",6e-04,0.7805,-0.1327,-0.2344,0.008711,0.012116,-0.001414,1.37641e-07,"1"
"1250",5e-04,0.7735,-0.1491,-0.2438,0.008668,0.012051,0.000371,1.0673289e-05,"1"
"1251",5e-04,0.7738,-0.1454,-0.2407,0.008664,0.012063,0.003267,4.23801e-07,"0"
"1252",6e-04,0.7708,-0.1562,-0.2507,0.008605,0.012054,-0.000651,1.1095561e-05,"1"
"1253",6e-04,0.7695,-0.153,-0.2469,0.008591,0.012079,0.003331,0.000136492489,"0"
"1254",6e-04,0.7824,-0.1664,-0.2375,0.008625,0.012248,-0.011683,7.8428736e-05,"0"
"1255",5e-04,0.7661,-0.1668,-0.2376,0.008644,0.012422,-0.008856,8.5988529e-05,"1"
"1256",6e-04,0.768,-0.1749,-0.2397,0.008661,0.012464,0.009273,5.363856e-06,"0"
"1257",6e-04,0.7676,-0.1782,-0.2415,0.008662,0.012466,-0.002316,0.000115906756,"1"
"1258",6e-04,0.7702,-0.18,-0.245,0.008685,0.012521,0.010766,0.000996728041,"0"
"1259",5e-04,0.7538,-0.2277,-0.3093,0.008907,0.012694,-0.031571,2.4186724e-05,"0"
"1260",4e-04,0.7529,-0.2387,-0.3178,0.008885,0.012772,-0.004918,1.0712529e-05,"1"
"1261",3e-04,0.7544,-0.2282,-0.3136,0.008841,0.012856,0.003273,0.005169178609,"0"
"1262",1e-04,0.7368,-0.3153,-0.2879,0.009925,0.013489,-0.071897,4.18609e-07,"0"
"1263",0,0.735,-0.3101,-0.2848,0.009905,0.013454,-0.000647,0.000160706329,"1"
"1264",1e-04,0.7389,-0.3007,-0.2781,0.009936,0.013488,0.012677,3.940225e-06,"1"
"1265",1e-04,0.7389,-0.2999,-0.2788,0.009936,0.013491,0.001985,7.99236e-07,"1"
"1266",1e-04,0.7393,-0.2988,-0.2764,0.009935,0.013488,0.000894,1.6654561e-05,"1"
"1267",1e-04,0.7391,-0.3018,-0.2733,0.009938,0.013487,0.004081,2.3222761e-05,"1"
"1268",2e-04,0.7424,-0.3055,-0.2741,0.009927,0.013518,0.004819,0.000135745801,"1"
"1269",2e-04,0.7466,-0.3012,-0.2579,0.009953,0.013535,0.011651,9.98001e-07,"1"
"1270",2e-04,0.7463,-0.3011,-0.2582,0.009952,0.01353,0.000999,0.0001923769,"0"
"1271",1e-04,0.7415,-0.2856,-0.2575,0.009961,0.013507,-0.01387,5.6821444e-05,"1"
"1272",2e-04,0.7405,-0.2772,-0.2531,0.009957,0.013502,0.007538,7.396e-07,"0"
"1273",2e-04,0.7438,-0.2834,-0.2539,0.009915,0.013494,-0.00086,1.1881e-08,"1"
"1274",3e-04,0.744,-0.2822,-0.2576,0.009886,0.01348,0.000109,7.8889924e-05,"0"
"1275",2e-04,0.7413,-0.2822,-0.2589,0.009896,0.013476,-0.008882,1.9044e-08,"1"
"1276",2e-04,0.7421,-0.283,-0.2533,0.009872,0.013461,0.000138,5.6169e-06,"1"
"1277",2e-04,0.7438,-0.2921,-0.2584,0.00986,0.013459,0.00237,2.301289e-06,"1"
"1278",2e-04,0.744,-0.2929,-0.26,0.00986,0.013492,0.001517,8.514724e-06,"0"
"1279",2e-04,0.7432,-0.2923,-0.2573,0.009861,0.013485,-0.002918,2.1609e-06,"0"
"1280",2e-04,0.7427,-0.2952,-0.2587,0.009861,0.013485,-0.00147,0.000118439689,"0"
"1281",2e-04,0.7424,-0.2982,-0.2489,0.009867,0.013473,-0.010883,6.370576e-06,"0"
"1282",2e-04,0.7502,-0.2946,-0.2386,0.009853,0.013467,-0.002524,0.000121859521,"1"
"1283",2e-04,0.7409,-0.2921,-0.2465,0.009871,0.013283,0.011039,6.1105489e-05,"1"
"1284",3e-04,0.7456,-0.3016,-0.244,0.009855,0.013282,0.007817,1.297321e-06,"0"
"1285",3e-04,0.7459,-0.3018,-0.2429,0.009856,0.013279,-0.001139,6.3297936e-05,"1"
"1286",4e-04,0.7397,-0.2855,-0.2379,0.00986,0.013077,0.007956,1.0608049e-05,"0"
"1287",3e-04,0.7365,-0.2839,-0.2398,0.009862,0.013056,-0.003257,8.334769e-06,"1"
"1288",4e-04,0.7382,-0.2855,-0.2393,0.009861,0.013046,0.002887,5.9644729e-05,"1"
"1289",4e-04,0.7366,-0.2815,-0.2442,0.00987,0.013051,0.007723,2.3541904e-05,"1"
"1290",4e-04,0.7306,-0.2864,-0.2534,0.009851,0.013008,0.004852,5.56516e-07,"1"
